,Himmelblau_solution_pso_0,Himmelblau_solution_de_0,Himmelblau_solution_ga_0,Himmelblau_solution_pso_1,Himmelblau_solution_de_1,Himmelblau_solution_ga_1,Himmelblau_solution_pso_2,Himmelblau_solution_de_2,Himmelblau_solution_ga_2,Himmelblau_solution_pso_3,Himmelblau_solution_de_3,Himmelblau_solution_ga_3,Himmelblau_solution_pso_4,Himmelblau_solution_de_4,Himmelblau_solution_ga_4,Himmelblau_solution_pso_5,Himmelblau_solution_de_5,Himmelblau_solution_ga_5,Himmelblau_solution_pso_6,Himmelblau_solution_de_6,Himmelblau_solution_ga_6,Himmelblau_solution_pso_7,Himmelblau_solution_de_7,Himmelblau_solution_ga_7,Himmelblau_solution_pso_8,Himmelblau_solution_de_8,Himmelblau_solution_ga_8,Himmelblau_solution_pso_9,Himmelblau_solution_de_9,Himmelblau_solution_ga_9,Himmelblau_solution_pso_10,Himmelblau_solution_de_10,Himmelblau_solution_ga_10,Himmelblau_solution_pso_11,Himmelblau_solution_de_11,Himmelblau_solution_ga_11,Himmelblau_solution_pso_12,Himmelblau_solution_de_12,Himmelblau_solution_ga_12,Himmelblau_solution_pso_13,Himmelblau_solution_de_13,Himmelblau_solution_ga_13,Himmelblau_solution_pso_14,Himmelblau_solution_de_14,Himmelblau_solution_ga_14,Himmelblau_solution_pso_15,Himmelblau_solution_de_15,Himmelblau_solution_ga_15,Himmelblau_solution_pso_16,Himmelblau_solution_de_16,Himmelblau_solution_ga_16,Himmelblau_solution_pso_17,Himmelblau_solution_de_17,Himmelblau_solution_ga_17,Himmelblau_solution_pso_18,Himmelblau_solution_de_18,Himmelblau_solution_ga_18,Himmelblau_solution_pso_19,Himmelblau_solution_de_19,Himmelblau_solution_ga_19,Himmelblau_solution_pso_20,Himmelblau_solution_de_20,Himmelblau_solution_ga_20,Himmelblau_solution_pso_21,Himmelblau_solution_de_21,Himmelblau_solution_ga_21,Himmelblau_solution_pso_22,Himmelblau_solution_de_22,Himmelblau_solution_ga_22,Himmelblau_solution_pso_23,Himmelblau_solution_de_23,Himmelblau_solution_ga_23,Himmelblau_solution_pso_24,Himmelblau_solution_de_24,Himmelblau_solution_ga_24,Himmelblau_solution_pso_25,Himmelblau_solution_de_25,Himmelblau_solution_ga_25,Himmelblau_solution_pso_26,Himmelblau_solution_de_26,Himmelblau_solution_ga_26,Himmelblau_solution_pso_27,Himmelblau_solution_de_27,Himmelblau_solution_ga_27,Himmelblau_solution_pso_28,Himmelblau_solution_de_28,Himmelblau_solution_ga_28,Himmelblau_solution_pso_29,Himmelblau_solution_de_29,Himmelblau_solution_ga_29
262,-29737.546699104503,-30220.845723934763,-28823.33829544323,-29458.301437416187,-30037.237467906034,-29393.62318941697,-30142.525995593787,-29985.488774863483,-30343.7345784233,-30038.15994844135,-30562.139430505118,-28702.208457155484,-29708.096221369284,-30321.18629110774,-29758.690826901526,-30451.247174715525,-30299.706359477692,-28742.30098574608,-29765.564959014246,-29988.750616082914,-29484.435014597642,-29406.098341966554,-30577.109264934283,-29027.64086258525,-30260.794911917732,-30536.357972005935,-29253.151209743555,-30058.127148550586,-30428.492131353873,-29163.397541099243,-30184.917667328238,-30530.709695082223,-29708.20843236304,-30287.7086944899,-30538.390394832008,-28620.05837311776,-29407.160416753843,-30450.302454906512,-29565.56098848077,-30186.15771861122,-30478.178859627682,-29416.55621138243,-30405.908436084996,-30527.77138867283,-30124.205795106354,-30169.11426305258,-30562.612361298216,-30208.03443966902,-29612.87634401078,-30171.500134179245,-28610.01817682768,-30488.265776476423,-30385.743047871892,-29246.721889299763,-30186.04236834094,-30412.583254215613,-29895.46422414632,-29713.673797072326,-30336.36664460824,-29055.179122289715,-29470.27029644664,-30483.732549277294,-29525.75645772522,-29664.704646867238,-29421.58043363968,-28413.725657883155,-30651.526974956814,-29835.953403570995,-29422.192844859255,-29407.17273391858,-30444.68430086189,-29373.87432763889,-30266.83900824819,-30471.22718169612,-29417.291925803227,-28221.29172732411,-30563.18210777975,-29630.112471454122,-29686.462342315477,-30506.64540075414,-29863.810625849197,-30185.712640130034,-30567.96751787245,-28753.441181556722,-30662.367604385432,-30267.08296969442,-29506.07497952724,-29898.197930958457,-29980.538784403845,-28840.896526384684
263,-29737.54732735864,-30221.571415947772,-28823.33829544323,-29458.301437416187,-30037.237467906034,-29393.62318941697,-30142.525995593787,-29985.488774863483,-30343.7345784233,-30038.15994844135,-30562.139430505118,-28702.208457155484,-29708.096221369284,-30321.18629110774,-29758.690826901526,-30451.250035436475,-30299.706359477692,-28742.30098574608,-29765.564959014246,-29988.750616082914,-29484.435014597642,-29406.099418675694,-30577.109264934283,-29027.64086258525,-30260.794911917732,-30536.357972005935,-29253.151752194106,-30058.127148550586,-30429.9188358436,-29163.397541099243,-30184.917667383776,-30530.709695082223,-29708.20872794005,-30287.735465803693,-30538.390394832008,-28620.051574483663,-29407.160416753843,-30450.302454906512,-29565.56100464411,-30186.15771861122,-30478.178859627682,-29416.55621138243,-30405.90843709466,-30527.77138867283,-30124.205795106354,-30169.12528457966,-30562.612361298216,-30208.03443966902,-29612.876357671954,-30171.500134179245,-28610.01817682768,-30488.32265426145,-30385.743047871892,-29246.721889299763,-30186.045733170173,-30412.583254215613,-29895.46422414632,-29713.673797072326,-30336.48320012989,-29055.215273105994,-29470.27029644664,-30483.732549277294,-29525.75645772522,-29664.704646867238,-29421.58043363968,-28413.725657883155,-30651.526975353845,-29835.953403570995,-29422.192844859255,-29407.17273391858,-30444.68430086189,-29373.87435555646,-30266.8390662291,-30471.22718169612,-29417.291925803227,-28222.67029874398,-30563.18210777975,-29630.112471454122,-29686.462342315477,-30506.64540075414,-29863.810625849197,-30185.712641136888,-30567.96751787245,-28753.441181556722,-30662.38661622052,-30267.08296969442,-29506.07497952724,-29898.197942137173,-29980.538784403845,-28840.896526384684
264,-29737.54848125425,-30221.75270241592,-28823.33829544323,-29458.301437416187,-30037.237467906034,-29393.62318941697,-30142.526594745104,-29985.488774863483,-30343.7345784233,-30038.212508683886,-30562.139430505118,-28702.208457155484,-29708.096221412798,-30321.190372873236,-29758.690826901526,-30451.250035436475,-30299.706359477692,-28742.30098574608,-29765.564959014246,-29988.750616082914,-29484.435014597642,-29406.100408072412,-30577.109264934283,-29027.64086258525,-30260.794911917732,-30536.357972005935,-29253.15198343933,-30058.127148550586,-30429.9188358436,-29163.397541099243,-30184.917667475376,-30530.709695082223,-29708.20872794005,-30287.766642700542,-30538.390394832008,-28620.051574483663,-29407.160416753843,-30450.358361166356,-29565.56100464411,-30186.15771861122,-30478.178859627682,-29416.55621138243,-30405.908438931034,-30527.77138867283,-30124.205795106354,-30169.134101815733,-30562.613044773767,-30208.079132004124,-29612.87639407551,-30171.500134179245,-28610.01817682768,-30488.32977958266,-30394.750097775017,-29246.721889299763,-30186.04838478644,-30412.583254215613,-29895.46422414632,-29713.673797072326,-30336.48320012989,-29055.215974731596,-29470.27029644664,-30483.732549277294,-29525.75645772522,-29664.704646867238,-29421.5844439847,-28413.725657883155,-30651.526975353845,-29835.953403570995,-29422.19286832099,-29407.17273413507,-30444.68430086189,-29373.87435555646,-30266.839124783175,-30471.22718169612,-29417.291925803227,-28222.932126449283,-30564.550819207147,-29630.112471454122,-29686.462342315477,-30506.64540075414,-29863.810694059513,-30185.712641942373,-30567.96751787245,-28753.441181556722,-30662.405207291074,-30267.08296969442,-29506.075863016755,-29898.19795361942,-29980.538784403845,-28840.896526384684
265,-29737.54848125425,-30221.75270241592,-28823.33829544323,-29458.301437416187,-30037.237467906034,-29393.62318941697,-30142.527057900512,-29985.488774863483,-30343.7345784233,-30038.22283418922,-30562.139430505118,-28702.208457155484,-29708.096221412798,-30332.297613587987,-29758.690826901526,-30451.250035436475,-30299.706359477692,-28742.30098574608,-29765.564959014246,-29988.750616082914,-29484.435122666866,-29406.10193419319,-30577.109264934283,-29027.64086258525,-30260.794911917732,-30536.357972005935,-29253.15198343933,-30058.146600663407,-30429.9188358436,-29163.397541099243,-30184.917667641017,-30530.709695082223,-29708.20872794005,-30287.79158414617,-30538.390394832008,-28620.051574483663,-29407.160416753843,-30450.358361166356,-29565.56100464411,-30186.157718627204,-30478.178859627682,-29416.55621138243,-30405.908440400133,-30527.77138867283,-30124.207987383885,-30169.147096353416,-30562.613044773767,-30208.079132004124,-29612.87639407551,-30171.500134179245,-28610.01817682768,-30488.335479792942,-30394.750097775017,-29246.721889299763,-30186.04907004018,-30412.583254215613,-29895.46422414632,-29713.673797072326,-30337.029831789903,-29055.215974731596,-29470.27029644664,-30483.732549277294,-29525.75645772522,-29664.704655776655,-29421.5844439847,-28413.725657883155,-30651.526975353845,-29835.953403570995,-29422.19286832099,-29407.172734170264,-30444.68430086189,-29373.874749361155,-30266.839137563642,-30471.22718169612,-29421.00827800054,-28224.090372821825,-30564.550819207147,-29630.112471454122,-29686.46234232765,-30506.64540075414,-29863.815474463154,-30185.712642586765,-30578.78074606337,-28753.441181556722,-30662.420080001295,-30267.08296969442,-29506.07619819854,-29898.197972969385,-29980.538784403845,-28840.917529104714
266,-29737.54848125425,-30221.75270241592,-28823.338900510913,-29458.301437416187,-30037.237467906034,-29393.62318941697,-30142.52742499097,-29985.488774863483,-30343.87466422506,-30038.239789547886,-30562.139430505118,-28702.208457155484,-29708.096221412798,-30332.297613587987,-29758.836226340973,-30451.284125221835,-30299.706359477692,-28742.30098574608,-29765.564959014246,-29988.750616082914,-29484.435122666866,-29406.10238229631,-30577.109264934283,-29027.64086258525,-30260.794954832585,-30536.357972005935,-29253.15198343933,-30058.16888824957,-30429.9188358436,-29163.397541099243,-30184.91766777353,-30530.709695082223,-29708.20872794005,-30287.812869634952,-30538.420400044404,-28620.05185731916,-29407.160416753843,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30478.178859627682,-29416.55621138243,-30405.90844157541,-30556.85763369829,-30124.207987383885,-30169.15418052476,-30562.613044773767,-30208.079154541814,-29612.87639407551,-30171.500134179245,-28610.01817682768,-30488.42240745799,-30394.750097775017,-29246.721893672904,-30186.053521212743,-30412.583254215613,-29895.46422414632,-29713.694363127695,-30339.270652650834,-29055.215974731596,-29470.27029644664,-30483.732549277294,-29525.756463136167,-29664.704678545124,-29421.5844439847,-28413.725657883155,-30651.52697561938,-29835.953403570995,-29422.19286832099,-29407.172734307343,-30444.68430086189,-29373.874749361155,-30266.83917264004,-30471.22718169612,-29421.00827800054,-28224.622283299606,-30565.94316334355,-29630.112471454122,-29686.46234232765,-30506.64540075414,-29863.815474463154,-30185.712643102277,-30581.315033413975,-28753.441181556722,-30662.43197807589,-30267.08296969442,-29506.07619819854,-29898.198017711868,-29980.538784403845,-28840.917639226136
267,-29737.551148272996,-30221.75270241592,-28823.338900510913,-29458.301437416187,-30037.237467906034,-29393.62357037831,-30142.52742499097,-29985.488774863483,-30343.87466422506,-30038.304107671618,-30565.981256549916,-28702.208457155484,-29708.096221412798,-30334.489971546613,-29758.706996122193,-30451.284125221835,-30299.706359477692,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.481791508602,-29406.103968945994,-30577.1124095375,-29027.64086258525,-30260.800930046786,-30536.357972005935,-29253.15198343933,-30058.186718240548,-30429.9188358436,-29163.397541099243,-30184.91766777353,-30530.709695082223,-29708.208789286226,-30287.83913996883,-30538.420400044404,-28620.05185731916,-29407.160416753843,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30478.178859627682,-29416.55621138243,-30405.908442705593,-30556.85763369829,-30124.207987383885,-30169.163305618345,-30562.613044773767,-30208.079154541814,-29612.87639407551,-30171.500134179245,-28610.01817682768,-30488.42240745799,-30394.750097775017,-29246.721893672904,-30186.067544286212,-30412.583254215613,-29895.46422414632,-29713.718439617038,-30339.270652650834,-29055.215974731596,-29470.270296994313,-30483.732549277294,-29525.758416488112,-29664.704678545124,-29421.587988214666,-28413.83989160756,-30651.526975635763,-29835.953403570995,-29422.19286832099,-29407.172734417007,-30444.68430086189,-29373.874749361155,-30266.839185890465,-30471.22718169612,-29421.00827800054,-28225.348925742866,-30565.94316334355,-29630.112471454122,-29686.46234232765,-30509.75128233654,-29863.810694059513,-30185.71264514833,-30581.315033413975,-28753.441181556722,-30662.45608152449,-30267.08296969442,-29506.07619819854,-29898.19802828686,-29980.538784403845,-28840.917529104714
268,-29737.551148272996,-30221.75270241592,-28823.338900510913,-29458.301437416187,-30038.185974231907,-29393.62357037831,-30142.52742499097,-29985.49166831292,-30343.87466422506,-30038.310676556495,-30565.981256549916,-28702.208457155484,-29708.09622149011,-30334.489971546613,-29758.706996122193,-30451.292948678045,-30299.706359477692,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.574981307866,-29406.105367895438,-30577.1124095375,-29027.64086258525,-30260.8057102212,-30536.357972005935,-29253.15198343933,-30058.200982183436,-30429.9188358436,-29163.397541099243,-30184.91766777353,-30530.709695082223,-29708.208789286226,-30287.86015618411,-30538.420400044404,-28659.70796646858,-29407.160416753843,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30478.178859627682,-29416.55621138243,-30405.908443247303,-30556.85763369829,-30124.209699688327,-30169.173748128043,-30562.613044773767,-30208.079154541814,-29612.87639407551,-30171.500134179245,-28610.01817682768,-30488.42240745799,-30394.750097775017,-29246.721893672904,-30186.081888765126,-30412.583254215613,-29895.46422414632,-29713.718439617038,-30339.270652650834,-29055.215974731596,-29470.270296994313,-30484.153255539797,-29525.758416488112,-29664.704678545124,-29421.593223747062,-28413.83989160756,-30651.526976176214,-29835.953403570995,-29422.19286832099,-29407.172734504737,-30444.68430086189,-29373.874749361155,-30266.839240011424,-30471.22718169612,-29421.00827800054,-28226.194576918744,-30566.837986170984,-29630.112471454122,-29686.46234232765,-30509.75128233654,-29863.810694059513,-30185.712646080076,-30581.319790407208,-28753.441181556722,-30662.486952401796,-30281.926075832496,-29506.076223244756,-29898.19806376774,-29980.538784403845,-28840.917639226136
269,-29737.551148272996,-30221.75270241592,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.62357037831,-30142.527537819205,-29985.49166831292,-30343.87466422506,-30038.361350388423,-30565.981256549916,-28702.208457155484,-29708.09622149011,-30334.489971546613,-29758.706996122193,-30451.32126079191,-30299.706359477692,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.5768778022,-29406.10648705486,-30577.1124095375,-29027.64086258525,-30260.809534362685,-30572.039083456388,-29253.98297647872,-30058.212393305814,-30429.9188358436,-29163.397541099243,-30184.917667955546,-30530.709695082223,-29708.208789286226,-30287.88717434991,-30538.420400044404,-28659.70796646858,-29407.16041675386,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30478.178859627682,-29416.55621138243,-30405.908443247303,-30556.85763369829,-30124.209699688327,-30169.173748128043,-30562.613044773767,-30208.079154541814,-29612.87639407551,-30171.500134179245,-28610.01817682768,-30488.492050268746,-30394.750097775017,-29247.35336529917,-30186.093364299173,-30412.583254215613,-29895.464290745214,-29713.72421979715,-30339.270652650834,-29055.215974731596,-29470.270296994313,-30484.153255539797,-29525.75842189906,-29664.704678545124,-29421.593223747062,-28413.83989160756,-30651.52697678376,-29836.99037577672,-29422.19286832099,-29407.172734574924,-30444.68430086189,-29373.874749361155,-30266.83928330818,-30471.22718169612,-29421.00827800054,-28228.039079466987,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30509.75128233654,-29863.810694059513,-30185.712649428937,-30581.319790407208,-28753.441181556722,-30662.5116488985,-30281.926075832496,-29506.076223244756,-29898.198080981514,-29980.538784403845,-28840.917639226136
270,-29737.551148272996,-30221.75270241592,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.62357037831,-30142.52801841565,-29985.49166831292,-30343.87466422506,-30038.361350388423,-30567.329138829595,-28702.208457155484,-29708.09622149011,-30334.669264230783,-29758.706996122193,-30451.32126079191,-30299.706359477692,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.5768778022,-29406.107382382317,-30577.1124095375,-29027.64086258525,-30260.812593677125,-30572.039083456388,-29253.98297647872,-30058.22152218328,-30429.9188358436,-29163.397541099243,-30184.917667955546,-30530.709695082223,-29708.208789286226,-30287.91080157469,-30538.420400044404,-28659.70796646858,-29407.16041675386,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30478.178859627682,-29416.55621138243,-30405.908444704884,-30556.85763369829,-30124.209699688327,-30169.181291227575,-30562.613044773767,-30208.084763404848,-29612.87639407551,-30171.500134179245,-28610.07691076251,-30488.492050268746,-30399.501845576175,-29247.35336529917,-30186.093364299173,-30412.583254215613,-29895.464290745214,-29713.736322973447,-30339.270652650834,-29055.215974731596,-29470.27030021693,-30484.153255539797,-29525.75842189906,-29664.704678545124,-29421.59394532831,-28413.83989160756,-30651.52697678376,-29836.99037577672,-29422.19286832099,-29407.172734729862,-30444.68430086189,-29373.874749361155,-30266.839317945592,-30471.22718169612,-29421.00827800054,-28228.65301383825,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30509.75128233654,-29863.810694059513,-30185.712649428937,-30581.319790407208,-28753.441181556722,-30662.541761125576,-30281.926075832496,-29506.076223244756,-29898.198111812133,-29980.538784403845,-28840.917639226136
271,-29737.551148272996,-30221.75270241592,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.62357037831,-30142.528212129655,-29985.49166831292,-30343.874732392887,-30038.361350388423,-30567.329138829595,-28702.208457155484,-29708.09622149011,-30334.669264230783,-29758.706996122193,-30451.32126079191,-30301.849161164424,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.5768778022,-29406.10809864423,-30577.1124095375,-29027.64086258525,-30260.82225489647,-30599.84753562023,-29255.389926948912,-30058.228825272177,-30429.922538025,-29163.397541099243,-30184.917667987513,-30530.709695082223,-29708.208789286226,-30287.925621169743,-30538.420400044404,-28733.382552165625,-29407.16041675386,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30492.538188973213,-29416.55621138243,-30405.90844506082,-30556.85763369829,-30124.257969518716,-30169.187522911467,-30562.613044773767,-30208.079154541814,-29612.87639407551,-30171.500134179245,-28610.07691076251,-30488.52889966809,-30399.501845576175,-29247.35336529917,-30186.101902263243,-30412.583254215613,-29895.464290745214,-29713.736322973447,-30339.968677354987,-29055.215974731596,-29470.270303408233,-30484.153255539797,-29525.758547380243,-29664.704678545124,-29421.597740526617,-28413.83989160756,-30651.52697684014,-29836.99037577672,-29422.19286832099,-29407.172734869117,-30444.68430086189,-29373.874749361155,-30266.83934565552,-30471.522004317307,-29421.00827800054,-28229.868079516993,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30517.927695009043,-29863.810694059513,-30185.71265074444,-30581.319790407208,-28753.441181556722,-30662.562819678482,-30281.926075832496,-29506.076245590208,-29898.19816809291,-29980.538784403845,-28840.917639226136
272,-29737.553329716946,-30221.756168278953,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.62357037831,-30142.528212129655,-29985.49166831292,-30343.874732392887,-30038.361350388423,-30567.329138829595,-28702.208457155484,-29708.09622150183,-30340.080373250705,-29758.706996122193,-30451.34029143341,-30301.849161164424,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.5768778022,-29406.10868679198,-30577.1124095375,-29027.64086258525,-30260.83696397212,-30599.84753562023,-29255.389926948912,-30058.234667734923,-30429.922538025,-29163.397541099243,-30184.917668147435,-30530.709695082223,-29708.208789286226,-30287.940376459024,-30538.420400044404,-28733.382552165625,-29407.16041675386,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30492.538188973213,-29416.55621138243,-30405.908445345565,-30556.85763369829,-30124.209699688327,-30169.192508262706,-30562.613044773767,-30208.079154541814,-29612.87639407551,-30171.500134179245,-28610.147135291805,-30488.558810860784,-30399.501845576175,-29247.35336529917,-30186.108028079314,-30412.76224720731,-29895.464290745214,-29713.73842860131,-30339.968677354987,-29055.215974731596,-29470.27030596128,-30484.153255539797,-29525.758547380243,-29664.704678545124,-29421.59832467988,-28413.83989160756,-30651.526976997135,-29836.99037577672,-29422.19286832099,-29407.172735057367,-30444.68430086189,-29373.874749361155,-30266.839367823464,-30471.522004317307,-29421.00827800054,-28230.89545700163,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30517.927695009043,-29863.810694059513,-30185.7126520494,-30581.319790407208,-28753.441181556722,-30662.57197071791,-30281.926075832496,-29506.076245590208,-29898.198177285132,-29980.538784403845,-28840.917639226136
273,-29737.553329716946,-30221.756168278953,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.62357037831,-30142.528229273135,-29985.49166831292,-30343.874732392887,-30038.361350388423,-30567.329138829595,-28702.208457155484,-29708.09622150183,-30340.080373250705,-29758.706996122193,-30451.35976218986,-30302.105413156176,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29484.5768778022,-29406.11093955889,-30577.591946454988,-29027.64086258525,-30260.83696397212,-30599.84753562023,-29256.231788170655,-30058.239341699762,-30429.922538025,-29163.397541099243,-30184.917668147435,-30530.709695082223,-29708.208789286226,-30287.9531329278,-30538.420400044404,-28733.396192600238,-29407.16041675386,-30483.174143490392,-29565.56100464411,-30186.157718627204,-30492.538188973213,-29416.556453274774,-30405.908445753455,-30556.85763369829,-30124.209699688327,-30169.196496546334,-30562.613044773767,-30208.079154541814,-29612.87639667429,-30171.500134179245,-28610.147135291805,-30488.5827396359,-30399.501845576175,-29247.35336529917,-30186.120679728192,-30412.76224720731,-29895.464290745214,-29713.745591262574,-30339.968677354987,-29055.215974731596,-29470.270308003714,-30484.153255539797,-29525.758547380243,-29664.704678545124,-29421.60125877132,-28413.83989160756,-30651.5269774477,-29836.99037577672,-29422.19286832099,-29407.172735057367,-30444.68430086189,-29373.874749361155,-30266.839385557818,-30471.522004317307,-29421.00827800054,-28231.717310847278,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30517.927695009043,-29863.810694059513,-30185.712655021987,-30581.319790407208,-28753.44130851595,-30662.588236115807,-30281.926075832496,-29506.076245590208,-29898.198184638906,-29980.538784403845,-28840.917639226136
274,-29737.553329716946,-30221.756168278953,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.62357037831,-30142.52857588951,-29985.49166831292,-30343.874732392887,-30038.361350388423,-30567.329138829595,-28702.208457155484,-29708.09622150183,-30340.080373250705,-29758.706996122193,-30451.375338795013,-30302.105413156176,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29486.673574343557,-29406.11277296362,-30585.916032269542,-29027.64086258525,-30260.83696397212,-30599.84753562023,-29256.231788170655,-30058.243080868207,-30429.922538025,-29163.397541099243,-30184.917668147435,-30530.709695082223,-29708.208789286226,-30287.965118132626,-30538.420400044404,-28733.396192600238,-29407.160416753904,-30483.174143490392,-29565.56100464411,-30186.157718630966,-30492.538188973213,-29416.556453274774,-30405.908446086505,-30556.85763369829,-30124.209699688327,-30169.20049404019,-30562.613044773767,-30208.07915912151,-29612.876397167263,-30171.500134179245,-28610.147139673027,-30488.601882541414,-30399.501845576175,-29247.35336529917,-30186.12418787754,-30412.76224720731,-29895.464290745214,-29713.753349401173,-30339.968677354987,-29055.215974731596,-29470.270310255037,-30484.153255539797,-29525.758547380243,-29664.704678545124,-29421.60125877132,-28413.83989160756,-30651.526977580754,-29836.9908221038,-29422.19286832099,-29407.172735297278,-30444.68430086189,-29373.874749361155,-30266.839450637206,-30472.687659150346,-29421.00827800054,-28232.791828731293,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30517.927695009043,-29863.810914643345,-30185.712657049487,-30581.319790407208,-28753.44130851595,-30662.619293336764,-30281.926075832496,-29506.076245590208,-29898.19820563528,-29986.908415605398,-28840.917639226136
275,-29737.553329716946,-30221.756168278953,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.652035165826,-30142.52885318258,-29985.49166831292,-30343.874732392887,-30038.361350388423,-30567.466844854265,-28702.208457155484,-29708.09622150183,-30340.080373250705,-29758.707026737437,-30451.411173934634,-30302.806241403316,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29486.673574343557,-29406.11467786462,-30585.916032269542,-29027.64086258525,-30260.83730604916,-30599.84753562023,-29256.231788170655,-30058.248699545027,-30429.922538025,-29163.397541099243,-30184.917668297712,-30530.709695082223,-29708.208789286226,-30287.97470628554,-30538.420400044404,-28733.396192600238,-29407.160416753904,-30483.174143490392,-29565.56100464411,-30186.157718630966,-30492.538188973213,-29416.556502436502,-30405.908446352943,-30556.85763369829,-30124.209699688327,-30169.205420296457,-30562.613044773767,-30208.07915912151,-29612.876397167263,-30171.500134179245,-28610.147139673027,-30488.637734374992,-30399.501845576175,-29247.35336529917,-30186.12418787754,-30413.355475393466,-29895.464290745214,-29713.772921186937,-30339.968677354987,-29055.215974731596,-29470.270314760197,-30484.153255539797,-29525.758547380243,-29664.704678545124,-29421.60125877132,-28413.83997255167,-30651.52697780727,-29836.9908221038,-29422.19286832099,-29407.172735297278,-30444.68430086189,-29373.874749361155,-30266.839450859406,-30472.687659150346,-29421.00827800054,-28234.379325760317,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30517.927695009043,-29863.810914643345,-30185.712657852157,-30581.319790407208,-28753.441889739493,-30662.64413897218,-30281.926075832496,-29506.076245590208,-29898.198244555173,-29986.908415605398,-28860.85330347623
276,-29737.553329716946,-30221.756168278953,-28823.338905865494,-29458.30143744473,-30038.185974231907,-29393.652035165826,-30142.52885318258,-29985.49166831292,-30343.874732392887,-30038.43284307317,-30568.833067236115,-28702.208457155484,-29708.09622152208,-30342.957003763724,-29758.707026737437,-30451.444781302132,-30316.089369099413,-28742.313186656305,-29765.564959014246,-29988.750616082914,-29486.673574343557,-29406.115820079976,-30585.916032269542,-29027.64086258525,-30260.840478109738,-30599.84753562023,-29256.231788170655,-30058.259182713897,-30429.922538025,-29163.397541099243,-30184.91766841944,-30530.709695082223,-29708.208789286226,-30287.982376800872,-30538.420400044404,-28733.396192600238,-29407.160416753904,-30483.174143490392,-29565.56100464411,-30186.157718630966,-30492.538188973213,-29416.556502436502,-30405.908447489615,-30556.85763369829,-30124.209699688327,-30169.210662925543,-30562.613044773767,-30208.07915912151,-29612.876397167263,-30171.500134179245,-28610.147139673027,-30488.6885344384,-30399.501845576175,-29247.379435191826,-30186.12418787754,-30413.355475393466,-29895.464290745214,-29713.789679738125,-30339.968677354987,-29055.215974731596,-29470.270318364324,-30484.153255539797,-29525.758547380243,-29664.704678545124,-29421.60125877132,-28413.83997255167,-30651.52697780727,-29836.9908221038,-29422.19286832099,-29407.172735965214,-30444.68430086189,-29373.874749361155,-30266.839493580097,-30472.687659150346,-29421.00827800054,-28235.86561605687,-30566.837986170984,-29630.112471454122,-29686.462342340732,-30517.927695009043,-29863.810914643345,-30185.71266044704,-30581.319790407208,-28753.441889739493,-30662.64413897218,-30281.926075832496,-29506.076245590208,-29898.19829873448,-29986.908415605398,-28866.053805578467
